,name,model,year,selling_price,km_driven,fuel,mileage,engine,seats
6449,Hyundai Santro Asta,Hyundai,2018,575000,30000,Petrol,20.3,1086,5
6450,Hyundai i20 1.2,Hyundai,2017,563000,30000,Petrol,18.6,1197,5
6451,Tata Tiago 1.2,Tata,2017,450000,15000,Petrol,23.84,1199,5
6452,Toyota Innova Crysta,Toyota,2020,2300000,1000,Diesel,13.68,2393,7
6453,Maruti 800 AC,Maruti,1999,80000,26320,Petrol,16.1,796,4
6454,Hyundai i20 Asta,Hyundai,2010,320000,135000,Diesel,23.0,1396,5
6455,Honda Civic 1.8,Honda,2008,375000,100000,Petrol,13.5,1799,5
6456,Maruti Eeco 5,Maruti,2017,400000,120000,Petrol,15.37,1196,5
6457,Mahindra Xylo E8,Mahindra,2011,600000,230000,Diesel,14.0,2498,7
6458,Renault KWID 1.0,Renault,2016,315000,60000,Petrol,23.01,999,5
6459,BMW 3 Series,BMW,2012,1100000,80000,Diesel,16.07,1995,5
6460,Maruti Swift Dzire,Maruti,2010,350000,190000,Diesel,19.3,1248,5
6461,Maruti Eeco 5,Maruti,2016,375000,120000,Petrol,15.37,1196,5
6462,Toyota Innova 2.5,Toyota,2013,1050000,217000,Diesel,12.99,2494,8
6463,Maruti Celerio VXI,Maruti,2015,350000,29000,Petrol,23.1,998,5
6464,Maruti Wagon R,Maruti,2010,120000,120000,Petrol,18.9,1061,5
6465,Mahindra XUV500 W6,Mahindra,2015,819999,90000,Diesel,16.0,2179,7
6466,Hyundai i20 1.2,Hyundai,2018,700000,30000,Petrol,18.6,1197,5
6467,Maruti Celerio ZXI,Maruti,2018,451999,30000,Petrol,23.1,998,5
6468,Hyundai Grand i10,Hyundai,2016,500000,56000,Petrol,18.9,1197,5
6469,Toyota Innova 2.5,Toyota,2015,1250000,90000,Diesel,12.99,2494,8
6470,Mahindra TUV 300,Mahindra,2015,500000,120000,Diesel,18.49,1493,7
6471,Maruti Swift VDI,Maruti,2015,490000,60000,Diesel,25.2,1248,5
6472,Maruti Swift Dzire,Maruti,2008,200000,147000,Diesel,19.3,1248,5
6473,Maruti Wagon R,Maruti,2012,240000,35000,Petrol,18.9,998,5
6474,Hyundai i20 1.2,Hyundai,2018,655000,19500,Petrol,18.6,1197,5
6475,Hyundai i20 Active,Hyundai,2018,620000,38426,Petrol,17.19,1197,5
6476,Maruti Swift VXI,Maruti,2015,450000,35000,Petrol,20.4,1197,5
6477,Maruti Wagon R,Maruti,2014,310000,35000,Petrol,20.51,998,5
6478,Maruti Alto LXi,Maruti,2007,150000,50000,Petrol,19.7,796,5
6479,Chevrolet Beat Diesel,Chevrolet,2012,180000,120000,Diesel,25.44,936,5
6480,Tata Indica Vista,Tata,2011,150000,120000,Diesel,19.4,1405,5
6481,Ford Figo Diesel,Ford,2011,160000,112000,Diesel,20.0,1399,5
6482,Mahindra Scorpio EX,Mahindra,2013,600000,70000,Diesel,14.0,2523,8
6483,Skoda Rapid 1.6,Skoda,2012,380000,145000,Diesel,20.5,1598,5
6484,Tata Indigo LX,Tata,2007,120000,135000,Diesel,17.0,1405,5
6485,Toyota Innova 2.5,Toyota,2011,350000,500000,Diesel,12.99,2494,7
6486,Tata Indigo TDI,Tata,2012,135000,146000,Diesel,19.61,1405,5
6487,Hyundai Grand i10,Hyundai,2018,610000,10000,Petrol,18.9,1197,5
6488,Volkswagen Polo 1.5,Volkswagen,2020,260000,50000,Diesel,20.14,1498,5
6489,Hyundai Xcent 1.2,Hyundai,2017,500000,25000,Petrol,20.14,1197,5
6490,Renault KWID 1.0,Renault,2016,220000,20000,Petrol,23.01,999,5
6491,Honda Civic 1.8,Honda,2006,121000,70000,Petrol,13.5,1799,5
6492,Tata Indigo CS,Tata,2017,350000,50000,Diesel,25.0,1396,5
6493,Audi Q3 35,Audi,2018,2200000,25000,Diesel,15.17,1968,5
6494,Hyundai i20 1.4,Hyundai,2011,280000,100000,Diesel,23.0,1396,5
6495,Tata Nexon 1.2,Tata,2020,919999,20000,Petrol,17.0,1198,5
6496,Hyundai i20 1.4,Hyundai,2011,320000,155000,Diesel,23.0,1396,5
6497,Ford Figo Diesel,Ford,2012,140000,70000,Diesel,20.0,1399,5
6498,Maruti SX4 VDI,Maruti,2012,310000,25000,Diesel,21.5,1248,5
6499,Maruti 800 EX,Maruti,2006,65000,120000,Petrol,16.1,796,4
6500,Chevrolet Enjoy TCDi,Chevrolet,2013,300000,90000,Diesel,18.2,1248,7
6501,Jaguar XE 2016-2019,Jaguar,2017,2711000,9000,Diesel,13.6,1999,5
6502,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
6503,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
6504,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
6505,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
6506,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
6507,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
6508,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
6509,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
6510,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
6511,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
6512,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
6513,Maruti Swift AMT,Maruti,2018,600000,69779,Petrol,22.0,1197,5
6514,Hyundai Grand i10,Hyundai,2017,450000,56290,Diesel,24.0,1186,5
6515,BMW X4 M,BMW,2019,5400000,7500,Diesel,16.78,1995,5
6516,BMW X4 M,BMW,2019,5500000,8500,Diesel,16.78,1995,5
6517,Honda Amaze V,Honda,2019,779000,7032,Petrol,19.0,1199,5
6518,Skoda Rapid 1.6,Skoda,2016,645000,11000,Petrol,14.3,1598,5
6519,Volvo V40 D3,Volvo,2018,2475000,2000,Diesel,16.8,1984,5
6520,Mahindra XUV500 W8,Mahindra,2011,575000,110000,Diesel,15.1,2179,7
6521,Tata Xenon XT,Tata,2014,440000,110000,Diesel,13.49,2179,5
6522,Maruti Swift VDI,Maruti,2012,380000,100000,Diesel,22.9,1248,5
6523,Tata Manza Aura,Tata,2010,140000,116700,Petrol,15.0,1368,5
6524,Tata Zest Quadrajet,Tata,2015,475000,25000,Diesel,22.95,1248,5
6525,Mahindra Xylo D2,Mahindra,2011,200000,200000,Diesel,13.0,2489,8
6526,Maruti Swift Ldi,Maruti,2010,400000,176062,Diesel,17.8,1248,5
6527,Toyota Innova 2.5,Toyota,2008,425000,250000,Diesel,12.8,2494,8
6528,Honda Amaze Anniversary,Honda,2015,509999,82000,Diesel,25.8,1498,5
6529,Hyundai i10 Era,Hyundai,2010,275000,80000,Petrol,19.81,1086,5
6530,Chevrolet Enjoy 1.3,Chevrolet,2017,650000,40000,Diesel,18.2,1248,7
6531,Jeep Compass 2.0,Jeep,2019,1850000,14000,Diesel,17.1,1956,5
6532,Renault Duster 4x4,Renault,2014,650000,129000,Diesel,19.72,1461,5
6533,Fiat Punto EVO,Fiat,2016,360000,60000,Diesel,20.5,1248,5
6534,Volkswagen Ameo 1.5,Volkswagen,2018,650000,82000,Diesel,21.73,1498,5
6535,Land Rover Range,Land,2013,2000000,77500,Diesel,12.7,2179,5
6536,Chevrolet Enjoy 1.3,Chevrolet,2017,675000,50000,Diesel,18.2,1248,7
6537,Maruti 800 AC,Maruti,2006,50000,40000,Petrol,16.1,796,4
6538,Maruti Wagon R,Maruti,2017,445000,39500,Petrol,20.52,1197,5
6539,Hyundai Elite i20,Hyundai,2018,750000,40000,Diesel,22.54,1396,5
6540,Maruti Swift VDI,Maruti,2012,425000,56000,Diesel,22.9,1248,5
6541,Hyundai i20 1.4,Hyundai,2017,850000,54000,Diesel,22.54,1396,5
6542,Maruti Wagon R,Maruti,2016,400000,20000,Petrol,20.51,998,5
6543,Tata Indica V2,Tata,2014,200000,55896,Diesel,25.0,1396,5
6544,Honda Amaze SX,Honda,2016,550000,35000,Diesel,25.8,1498,5
6545,Honda Brio V,Honda,2012,250000,97000,Petrol,19.4,1198,5
6546,Maruti Alto 800,Maruti,2014,206000,120000,Petrol,22.74,796,5
6547,Hyundai EON Magna,Hyundai,2014,290000,50000,Petrol,21.1,814,5
6548,Tata Nano Lx,Tata,2010,45000,30400,Petrol,26.0,624,4
6549,Mahindra XUV300 W8,Mahindra,2019,1200000,15000,Diesel,20.0,1497,5
6550,Nissan Sunny Diesel,Nissan,2012,220000,110000,Diesel,21.64,1461,5
6551,Mercedes-Benz New C-Class,Mercedes-Benz,2008,515000,120000,Diesel,14.84,2143,5
6552,Maruti Alto LX,Maruti,2010,170000,100000,Petrol,19.7,796,5
6553,Maruti Swift Vdi,Maruti,2010,260000,120000,Diesel,17.8,1248,5
6554,Volkswagen Vento Diesel,Volkswagen,2012,315000,130000,Diesel,20.54,1598,5
6555,Maruti Alto K10,Maruti,2011,225000,76000,Petrol,20.92,998,5
6556,Volkswagen Jetta 2.0L,Volkswagen,2012,420000,110000,Diesel,19.33,1968,5
6557,Mahindra Scorpio VLX,Mahindra,2011,525000,96000,Diesel,12.05,2179,8
6558,Maruti Swift AMT,Maruti,2018,670000,90000,Diesel,28.4,1248,5
6559,Nissan Sunny Diesel,Nissan,2012,220000,110000,Diesel,21.64,1461,5
6560,Ford Figo Diesel,Ford,2013,250000,25000,Diesel,20.0,1399,5
6561,Maruti Swift Dzire,Maruti,2009,229999,90000,Diesel,19.3,1248,5
6562,Maruti Swift Dzire,Maruti,2009,229999,164000,Diesel,19.3,1248,5
6563,Honda Amaze EX,Honda,2013,300000,120000,Petrol,18.0,1198,5
6564,Maruti A-Star Vxi,Maruti,2010,165000,66000,Petrol,19.0,998,5
6565,Tata New Safari,Tata,2010,295000,250000,Diesel,13.93,2179,7
6566,Hyundai Verna 1.6,Hyundai,2011,360000,157000,Diesel,22.32,1582,5
6567,Hyundai Verna 1.6,Hyundai,2011,380000,157000,Diesel,22.32,1582,5
6568,Renault KWID 1.0,Renault,2017,300000,35000,Petrol,23.01,999,5
6569,Mahindra Scorpio 2.6,Mahindra,2008,320000,100000,Diesel,12.7,2609,9
6570,Datsun GO Plus,Datsun,2016,325000,70000,Petrol,19.44,1198,7
6571,Tata Manza Aqua,Tata,2010,160000,30000,Diesel,21.12,1248,5
6572,Mahindra Bolero Power,Mahindra,2018,630000,40000,Diesel,16.5,1493,7
6573,Maruti Swift VXI,Maruti,2020,600000,5000,Petrol,21.21,1197,5
6574,Maruti Alto 800,Maruti,2014,229999,30000,Petrol,22.74,796,5
6575,Maruti Swift ZDi,Maruti,2014,440000,70000,Diesel,22.9,1248,5
6576,Chevrolet Spark 1.0,Chevrolet,2007,90000,60000,Petrol,18.0,995,5
6577,Maruti Ciaz VDI,Maruti,2017,750000,60000,Diesel,28.09,1248,5
6578,Honda City V,Honda,2012,330000,80000,Petrol,16.8,1497,5
6579,Maruti Ciaz ZDi,Maruti,2016,715000,70000,Diesel,28.09,1248,5
6580,Skoda Fabia 1.2,Skoda,2013,250000,150000,Diesel,20.86,1199,5
6581,Maruti Zen Estilo,Maruti,2007,120000,150000,Petrol,18.2,1061,5
6582,Ford Ikon 1.6,Ford,2004,100000,25000,Petrol,14.2,1597,5
6583,Skoda Rapid 1.5,Skoda,2017,850000,35000,Diesel,21.72,1498,5
6584,Hyundai Xcent 1.2,Hyundai,2018,450000,48000,Diesel,25.4,1186,5
6585,Volkswagen Polo Diesel,Volkswagen,2012,240000,200000,Diesel,22.07,1199,5
6586,Maruti Swift Dzire,Maruti,2015,600000,135000,Diesel,26.59,1248,5
6587,Chevrolet Enjoy 1.3,Chevrolet,2016,280000,110000,Diesel,18.2,1248,7
6588,Hyundai Verna 1.6,Hyundai,2012,465000,146000,Diesel,22.32,1582,5
6589,Maruti Alto 800,Maruti,2018,350000,44000,Petrol,24.7,796,5
6590,Hyundai i10 Magna,Hyundai,2013,325000,70000,Petrol,20.36,1197,5
6591,Tata Indica V2,Tata,2004,50000,271000,Diesel,16.8,1405,5
6592,Maruti Alto LXi,Maruti,2006,110000,120000,Petrol,19.7,796,5
6593,Tata Indigo eCS,Tata,2013,220000,80000,Diesel,23.03,1396,5
6594,Mahindra Bolero 2011-2019,Mahindra,2015,515000,60000,Diesel,15.96,2523,7
6595,Maruti Ciaz 1.4,Maruti,2018,750000,40000,Petrol,20.73,1373,5
6596,Hyundai EON Sportz,Hyundai,2018,350000,25000,Petrol,21.1,814,5
6597,Hyundai Grand i10,Hyundai,2019,488999,15000,Petrol,18.9,1197,5
6598,Maruti Alto 800,Maruti,2017,300000,27000,Petrol,24.7,796,5
6599,Maruti Baleno Alpha,Maruti,2017,650000,35000,Diesel,27.39,1248,5
6600,Maruti A-Star Vxi,Maruti,2014,250000,40000,Petrol,19.0,998,5
6601,Maruti Alto 800,Maruti,2014,200000,40000,Petrol,22.74,796,5
6602,Mahindra Scorpio S10,Mahindra,2015,950000,75262,Diesel,15.4,2179,7
6603,Tata Indigo eCS,Tata,2012,200000,120000,Diesel,23.03,1396,5
6604,Hyundai EON 1.0,Hyundai,2016,276000,60000,Petrol,20.3,998,5
6605,Hyundai EON Magna,Hyundai,2014,250000,40000,Petrol,21.1,814,5
6606,Maruti Alto LX,Maruti,2008,95000,80000,Petrol,19.7,796,5
6607,Tata Indigo CR4,Tata,2011,200000,70000,Diesel,23.57,1396,5
6608,Hyundai Verna 1.6,Hyundai,2012,450000,100000,Diesel,22.32,1582,5
6609,Mahindra XUV500 W6,Mahindra,2013,900000,18000,Diesel,15.1,2179,7
6610,Tata Indigo CS,Tata,2010,200000,175000,Diesel,19.09,1396,5
6611,Hyundai i10 Sportz,Hyundai,2010,200000,70000,Petrol,20.36,1197,5
6612,Mahindra Bolero 2011-2019,Mahindra,2011,370000,91863,Diesel,15.96,2523,7
6613,Tata Indigo CS,Tata,2008,250000,100000,Petrol,15.2,1193,5
6614,Renault KWID RXT,Renault,2016,290000,10000,Petrol,25.17,799,5
6615,Maruti Ertiga SHVS,Maruti,2018,900000,35000,Diesel,24.52,1248,7
6616,Ford Figo Diesel,Ford,2013,325000,120000,Diesel,20.0,1399,5
6617,Hyundai Grand i10,Hyundai,2016,425000,30000,Petrol,18.9,1197,5
6618,Renault KWID RXT,Renault,2016,315000,60000,Petrol,25.17,799,5
6619,Maruti Alto K10,Maruti,2014,300000,70000,Petrol,23.95,998,5
6620,Hyundai i10 Sportz,Hyundai,2013,325000,70000,Petrol,20.36,1197,5
6621,Hyundai Creta 1.4,Hyundai,2016,900000,130000,Diesel,21.38,1396,5
6622,Hyundai Creta 1.4,Hyundai,2016,950000,133000,Diesel,21.38,1396,5
6623,Volkswagen Vento Diesel,Volkswagen,2010,320000,120000,Diesel,20.54,1598,5
6624,Volkswagen Ameo 1.0,Volkswagen,2019,500000,20000,Petrol,19.44,999,5
6625,Ford Figo Petrol,Ford,2012,290000,25000,Petrol,15.6,1196,5
6626,Tata Nano Lx,Tata,2012,60000,90000,Petrol,25.4,624,4
6627,Maruti A-Star Vxi,Maruti,2009,120000,140000,Petrol,19.0,998,5
6628,Honda City i-DTEC,Honda,2017,850000,103000,Diesel,25.6,1498,5
6629,Toyota Innova Crysta,Toyota,2017,1750000,23000,Diesel,13.68,2393,7
6630,Honda City i,Honda,2015,600000,128000,Diesel,26.0,1498,5
6631,Volkswagen Polo 1.5,Volkswagen,2015,620000,33000,Diesel,20.14,1498,5
6632,Maruti Alto LXi,Maruti,2009,150000,70000,Petrol,19.7,796,5
6633,Hyundai Santro Xing,Hyundai,2011,150000,40000,Petrol,0.0,1086,5
6634,Tata Indigo Grand,Tata,2008,135000,40000,Petrol,12.85,1396,5
6635,Tata Indica Vista,Tata,2011,200000,80000,Diesel,17.0,1405,5
6636,Maruti Ciaz ZDi,Maruti,2015,730000,70000,Diesel,26.21,1248,5
6637,Toyota Innova 2.5,Toyota,2013,800000,100000,Diesel,12.99,2494,8
6638,Mahindra Xylo E8,Mahindra,2009,300000,90000,Diesel,14.0,2498,8
6639,Ford Figo Diesel,Ford,2012,190000,112000,Diesel,20.0,1399,5
6640,Honda Civic 1.8,Honda,2011,350000,50000,Petrol,15.5,1799,5
6641,Hyundai Xcent 1.1,Hyundai,2015,509999,62000,Diesel,24.4,1120,5
6642,Maruti Ertiga LDI,Maruti,2012,400000,90000,Diesel,20.77,1248,7
6643,Toyota Innova 2.5,Toyota,2013,800000,80000,Diesel,12.99,2494,7
6644,Tata Manza Club,Tata,2013,250000,50000,Diesel,21.02,1248,5
6645,Hyundai Creta 1.6,Hyundai,2016,930000,47552,Diesel,19.67,1582,5
6646,Maruti Vitara Brezza,Maruti,2016,720000,40000,Diesel,24.3,1248,5
6647,Ford Figo Petrol,Ford,2011,225000,15000,Petrol,15.6,1196,5
6648,Ford EcoSport 1.5,Ford,2019,950000,20000,Diesel,23.0,1498,5
6649,Hyundai i20 Active,Hyundai,2018,530000,52000,Petrol,17.19,1197,5
6650,Hyundai i20 Magna,Hyundai,2016,470000,70000,Petrol,18.6,1197,5
6651,Mahindra Bolero Power,Mahindra,2017,650000,110000,Diesel,15.96,2523,9
6652,Tata Safari Storme,Tata,2014,540000,77500,Diesel,14.0,2179,7
6653,Maruti Swift VDI,Maruti,2015,459999,100000,Diesel,25.2,1248,5
6654,Renault KWID RXL,Renault,2019,325000,14700,Petrol,25.17,799,5
6655,Maruti Omni MPI,Maruti,2016,240000,40000,Petrol,16.8,796,5
6656,Mahindra KUV 100,Mahindra,2017,400000,32000,Petrol,18.15,1198,6
6657,Maruti Alto LXI,Maruti,2004,70000,70000,Petrol,19.7,796,5
6658,Maruti Swift Dzire,Maruti,2009,250000,80000,Petrol,17.5,1298,5
6659,Toyota Innova 2.5,Toyota,2014,910000,80000,Diesel,12.99,2494,8
6660,Maruti Swift Dzire,Maruti,2018,720000,25000,Diesel,28.4,1248,5
6661,Maruti Swift Dzire,Maruti,2015,590000,50000,Diesel,26.59,1248,5
6662,Chevrolet Tavera Neo,Chevrolet,2015,434000,120000,Diesel,13.58,2499,10
6663,Mahindra Bolero DI,Mahindra,2006,145000,170000,Diesel,13.6,2523,7
6664,Mahindra KUV 100,Mahindra,2018,445000,19700,Petrol,18.15,1198,5
6665,Hyundai Santro Xing,Hyundai,2011,191000,70000,LPG,13.45,1086,5
6666,Ford Figo Aspire,Ford,2018,372000,50000,Diesel,25.83,1498,5
6667,Maruti Wagon R,Maruti,2005,65000,90000,Petrol,18.9,998,5
6668,Ford Figo Diesel,Ford,2015,300000,140000,Diesel,20.0,1399,5
6669,Mahindra Scorpio 2.6,Mahindra,2003,125000,120000,Diesel,12.7,2609,8
6670,Tata Tigor 1.2,Tata,2017,520000,40000,Petrol,20.3,1199,5
6671,Maruti Alto 800,Maruti,2014,190000,70000,Petrol,22.74,796,5
6672,Datsun RediGO 1.0,Datsun,2018,310000,7000,Petrol,22.5,999,5
6673,Toyota Innova 2.5,Toyota,2012,750000,90000,Diesel,12.8,2494,8
6674,Mahindra TUV 300,Mahindra,2016,750000,110000,Diesel,18.49,1493,7
6675,Maruti Alto K10,Maruti,2019,350000,15000,Petrol,23.95,998,5
6676,Maruti Alto 800,Maruti,2020,360000,5000,Petrol,22.05,796,5
6677,Renault KWID RXE,Renault,2017,285000,5000,Petrol,25.17,799,5
6678,Maruti Alto 800,Maruti,2013,160000,70000,Petrol,22.74,796,5
6679,Datsun GO Plus,Datsun,2015,229999,60000,Petrol,19.44,1198,7
6680,Maruti Alto LXi,Maruti,2007,85000,120000,Petrol,19.7,796,5
6681,Datsun RediGO 1.0,Datsun,2018,300000,7000,Petrol,22.5,999,5
6682,Mahindra Scorpio 2009-2014,Mahindra,2014,675000,120000,Diesel,12.05,2179,7
6683,Mahindra Scorpio 2009-2014,Mahindra,2014,700000,145241,Diesel,12.05,2179,7
6684,Mahindra Scorpio 2.6,Mahindra,2008,400000,110000,Diesel,12.7,2609,8
6685,Renault KWID RXT,Renault,2016,254999,30000,Petrol,25.17,799,5
6686,Mahindra Scorpio S10,Mahindra,2015,1050000,80000,Diesel,15.4,2179,7
6687,Maruti Swift Dzire,Maruti,2013,390000,100000,Diesel,23.4,1248,5
6688,Toyota Etios Liva,Toyota,2015,450000,80000,Diesel,23.59,1364,5
6689,Toyota Innova Crysta,Toyota,2016,1630000,40000,Diesel,11.36,2755,7
6690,Maruti Vitara Brezza,Maruti,2017,725000,50000,Diesel,24.3,1248,5
6691,Tata Safari Storme,Tata,2013,466000,95500,Diesel,14.0,2179,7
6692,Ford Figo 1.2P,Ford,2017,370000,40000,Petrol,18.16,1196,5
6693,Maruti Zen Estilo,Maruti,2007,150000,70000,Petrol,18.2,1061,5
6694,Maruti Celerio ZXI,Maruti,2017,483000,15000,Petrol,23.1,998,5
6695,Hyundai Grand i10,Hyundai,2016,470000,10000,Petrol,18.9,1197,5
6696,Maruti Vitara Brezza,Maruti,2018,950000,25000,Diesel,24.3,1248,5
6697,Hyundai Verna 1.6,Hyundai,2013,450000,50000,Petrol,17.01,1591,5
6698,Toyota Etios VX,Toyota,2011,345000,70000,Petrol,17.6,1496,5
6699,Maruti A-Star Vxi,Maruti,2009,300000,60000,Petrol,19.0,998,5
6700,Maruti Zen Estilo,Maruti,2007,160000,74800,Petrol,18.2,998,5
6701,Maruti 800 AC,Maruti,2004,120000,80000,Petrol,16.1,796,4
6702,Tata Zest Revotron,Tata,2020,500000,40000,Petrol,17.57,1193,5
6703,Mahindra XUV500 W9,Mahindra,2018,1350000,40000,Diesel,16.0,2179,7
6704,Hyundai Grand i10,Hyundai,2017,455000,50000,Diesel,24.0,1186,5
6705,Hyundai EON Era,Hyundai,2013,165000,45000,Petrol,21.1,814,5
6706,Maruti Swift VXI,Maruti,2016,470000,23700,Petrol,20.4,1197,5
6707,Maruti Swift VXI,Maruti,2016,470000,23700,Petrol,20.4,1197,5
6708,Jeep Compass 1.4,Jeep,2019,1520000,10000,Petrol,16.0,1368,5
6709,Maruti Alto K10,Maruti,2014,229999,53473,Petrol,23.95,998,5
6710,Mahindra Bolero 2011-2019,Mahindra,2011,250000,100000,Diesel,15.96,2523,9
6711,Mahindra XUV500 W10,Mahindra,2016,1350000,25000,Diesel,16.0,2179,7
6712,Hyundai Santro Xing,Hyundai,2013,220000,80000,Petrol,17.92,1086,5
6713,Hyundai Xcent 1.1,Hyundai,2015,360000,120000,Diesel,24.4,1120,5
6714,Maruti Alto K10,Maruti,2018,350000,40000,Petrol,23.95,998,5
6715,Hyundai Verna 1.6,Hyundai,2012,500000,70000,Diesel,22.32,1582,5
6716,Chevrolet Beat Diesel,Chevrolet,2013,145000,90000,Diesel,25.44,936,5
6717,Chevrolet Sail Hatchback,Chevrolet,2014,300000,51000,Petrol,18.2,1199,5
6718,Hyundai Aent GLE,Hyundai,2009,180000,87000,Petrol,13.2,1495,5
6719,Maruti Swift Dzire,Maruti,2013,530000,40000,Diesel,23.4,1248,5
6720,Renault Duster 110PS,Renault,2014,620000,90000,Diesel,19.01,1461,5
6721,Toyota Etios G,Toyota,2015,360000,110000,Petrol,16.78,1496,5
6722,Hyundai Santro Xing,Hyundai,2010,245000,86000,Petrol,17.92,1086,5
6723,Ford Ikon 1.6,Ford,2003,130000,80000,Petrol,14.2,1597,5
6724,Maruti Esteem LX,Maruti,1999,70000,65000,Petrol,15.9,1298,5
6725,Maruti Esteem LX,Maruti,1999,70000,70000,Petrol,15.9,1298,5
6726,Ford Fiesta 1.5,Ford,2014,650000,140000,Diesel,25.01,1498,5
6727,Maruti Swift VXI,Maruti,2019,610000,18000,Petrol,21.21,1197,5
6728,Maruti Alto K10,Maruti,2015,300000,24000,Petrol,23.95,998,5
6729,Hyundai Grand i10,Hyundai,2014,425000,60000,Diesel,24.0,1120,5
6730,Hyundai Verna 1.6,Hyundai,2012,450000,150000,Diesel,22.32,1582,5
6731,Hyundai Verna 1.6,Hyundai,2011,450000,108000,Diesel,22.32,1582,5
6732,Hyundai i10 Sportz,Hyundai,2011,340000,60000,Petrol,16.95,1197,5
6733,Maruti Ertiga LDI,Maruti,2013,650000,90000,Diesel,20.77,1248,7
6734,Tata Indigo CS,Tata,2009,160000,70000,Diesel,19.09,1396,5
6735,Tata Indica Vista,Tata,2014,250000,120000,Diesel,19.1,1405,5
6736,Chevrolet Beat Diesel,Chevrolet,2012,225000,100000,Diesel,25.44,936,5
6737,Tata Indica V2,Tata,2007,55000,75958,Diesel,17.88,1396,5
6738,Maruti 800 AC,Maruti,1996,42000,70000,Petrol,16.1,796,4
6739,Hyundai Tucson CRDi,Hyundai,2006,282000,128000,Diesel,12.6,1991,7
6740,Tata Indica V2,Tata,2007,80000,110000,Diesel,16.8,1405,5
6741,Maruti Swift Dzire,Maruti,2016,500000,40000,Petrol,20.85,1197,5
6742,Ford Figo Aspire,Ford,2016,500000,70000,Diesel,25.83,1498,5
6743,Maruti Swift VDI,Maruti,2011,400000,60000,Diesel,22.9,1248,5
6744,Mahindra Bolero 2011-2019,Mahindra,2013,550000,90000,Diesel,15.96,2523,7
6745,Tata New Safari,Tata,2007,200000,70000,Diesel,13.93,2179,7
6746,Hyundai i10 Sportz,Hyundai,2012,280000,65000,Petrol,20.36,1197,5
6747,Maruti Swift Dzire,Maruti,2014,580000,88000,Diesel,23.4,1248,5
6748,Tata Manza Aura,Tata,2009,100000,80000,Diesel,18.8,1248,5
6749,Mahindra Scorpio EX,Mahindra,2014,550000,60000,Diesel,14.0,2523,8
6750,Mahindra TUV 300,Mahindra,2017,700000,38000,Diesel,18.49,1493,7
6751,Tata Manza Aqua,Tata,2010,150000,80000,Petrol,15.0,1368,5
6752,Hyundai EON Magna,Hyundai,2014,190000,60000,Petrol,21.1,814,5
6753,Mahindra Bolero 2011-2019,Mahindra,2013,500000,110000,Diesel,15.96,2523,7
6754,Maruti Swift VDI,Maruti,2017,640000,110000,Diesel,25.2,1248,5
6755,Skoda Fabia 1.2L,Skoda,2011,340000,145000,Diesel,20.86,1199,5
6756,Hyundai Elite i20,Hyundai,2019,811000,43000,Diesel,22.54,1396,5
6757,Maruti Ritz LDi,Maruti,2016,409999,120000,Diesel,23.2,1248,5
6758,Maruti Swift Lxi,Maruti,2007,220000,136000,Petrol,16.1,1298,5
6759,Tata Indica V2,Tata,2013,170000,120000,Diesel,17.88,1405,5
6760,Hyundai Elite i20,Hyundai,2018,700000,25000,Petrol,18.6,1197,5
6761,Mahindra Scorpio S10,Mahindra,2015,950000,80000,Diesel,15.4,2179,7
6762,Hyundai Aent GLS,Hyundai,2003,80000,40000,Petrol,14.4,1599,5
6763,Jaguar XE 2016-2019,Jaguar,2017,2711000,9000,Diesel,13.6,1999,5
6764,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
6765,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
6766,Tata Safari Storme,Tata,2015,503000,110000,Diesel,14.1,2179,7
6767,Volvo XC40 D4,Volvo,2019,3800000,20000,Diesel,18.0,1969,5
6768,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
6769,Maruti Wagon R,Maruti,2013,225000,58343,Petrol,21.79,998,5
6770,Maruti Baleno Alpha,Maruti,2018,740000,38817,Diesel,27.39,1248,5
6771,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
6772,Toyota Innova 2.5,Toyota,2013,750000,79328,Diesel,12.99,2494,7
6773,Maruti Swift AMT,Maruti,2019,650000,5621,Petrol,22.0,1197,5
6774,Toyota Etios VX,Toyota,2017,625000,25538,Petrol,16.78,1496,5
